kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
9110346,K03607.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.895276162,9.4000000e-08,-9.4000000e-08,131.6225645,8.870000e-05,-8.870000e-05,0.618,0.054,-0.028,3.05180,0.00475,-0.00475,319082.0,4.080e+02,-4.080e+02,172.25,81.47,-1.222e+02,2731.0,,,13121.22,19727.29,-12141.68,932.10,1,q1_q17_dr25_tce,5242.00,191.00,-159.00,3.631,0.923,-0.308,2.5500,1.2060,-1.8090,298.341920,45.407669,16.397
10259301,K03608.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,244.832749730,3.4570000e-05,-3.4570000e-05,285.7025679,9.550000e-05,-9.550000e-05,1.047,0.210,-0.098,4.37001,0.00703,-0.00703,40206.0,6.610e+01,-6.610e+01,38.30,11.38,-4.860e+00,307.0,,,2.09,1.82,-0.68,733.50,1,q1_q17_dr25_tce,6105.00,164.00,-182.00,4.443,0.067,-0.202,0.9930,0.2950,-0.1260,284.815250,47.392632,13.556
6233903,K03609.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.995357359,6.3400000e-07,-6.3400000e-07,132.7969810,2.200000e-04,-2.200000e-04,0.843,0.012,-0.012,6.57901,0.00542,-0.00542,172404.0,1.400e+02,-1.400e+02,112.12,28.43,-5.277e+01,1791.0,,,2437.81,1980.75,-1833.63,1467.60,1,q1_q17_dr25_tce,5949.00,216.00,-180.00,3.892,0.520,-0.130,1.9400,0.4920,-0.9130,299.131010,41.589901,16.455
7212066,K03610.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.840485025,1.5350000e-06,-1.5350000e-06,134.4463860,3.560000e-04,-3.560000e-04,1.189,0.244,-0.138,2.85920,0.01470,-0.01470,31353.0,1.440e+02,-1.440e+02,39.38,10.39,-4.160e+00,1077.0,,,318.66,261.11,-95.96,259.40,1,q1_q17_dr25_tce,5731.00,190.00,-190.00,4.532,0.066,-0.165,0.8230,0.2170,-0.0870,295.211670,42.786289,15.260
6675060,K03611.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,10.443341795,3.1260000e-06,-3.1260000e-06,133.6290300,3.330000e-04,-3.330000e-04,0.707,0.018,-0.018,3.94077,0.00853,-0.00853,145294.0,3.050e+02,-3.050e+02,44.35,13.02,-6.000e+00,892.0,,,149.21,133.20,-53.78,842.10,1,q1_q17_dr25_tce,6137.00,192.00,-235.00,4.421,0.087,-0.203,1.0050,0.2950,-0.1360,286.244900,42.146431,16.510
10518735,K03612.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,19.515013291,5.3770000e-06,-5.3770000e-06,136.2159420,3.070000e-04,-3.070000e-04,0.692,0.029,-0.031,4.59379,0.00625,-0.00625,256442.0,3.080e+02,-3.080e+02,53.03,9.97,-4.610e+00,588.0,,,28.31,17.47,-7.81,1018.80,1,q1_q17_dr25_tce,5349.00,185.00,-185.00,4.531,0.045,-0.135,0.8510,0.1600,-0.0740,283.915650,47.784569,16.739
6546508,K03613.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.053578643,4.3800000e-07,-4.3800000e-07,133.8788430,1.300000e-04,-1.300000e-04,1.110,0.025,-0.027,3.22884,0.00541,-0.00541,52879.9,9.670e+01,-9.670e+01,35.35,6.08,-2.830e+00,1035.0,,,271.46,161.69,-71.76,661.40,1,q1_q17_dr25_tce,5414.00,206.00,-187.00,4.625,0.035,-0.105,0.7140,0.1230,-0.0570,298.131410,41.950989,15.740
9886224,K03614.01,,FALSE POSITIVE,FALSE POSITIVE,0.0120,0,1,0,0,2.992662857,1.6570000e-06,-1.6570000e-06,131.8932190,6.260000e-04,-6.260000e-04,0.001,0.147,-0.001,2.52580,0.01260,-0.01260,113705.0,4.610e+02,-4.610e+02,60.35,36.23,-3.624e+01,1476.0,,,1123.54,2224.56,-965.69,296.80,1,q1_q17_dr25_tce,4927.00,190.00,-155.00,3.883,0.728,-0.312,1.8370,1.1030,-1.1030,289.856900,46.789928,16.328
3735634,K03615.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,4.664188563,1.4620000e-06,-1.4620000e-06,133.6702440,2.590000e-04,-2.590000e-04,1.254,0.086,-0.069,3.77300,0.01430,-0.01430,11360.5,5.260e+01,-5.260e+01,52.09,15.64,-1.565e+01,1221.0,,,525.46,475.36,-295.14,272.60,1,q1_q17_dr25_tce,5699.00,172.00,-155.00,4.192,0.306,-0.204,1.2150,0.3650,-0.3650,287.989590,38.890381,13.915
6058875,K03616.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.564934120,3.6000000e-08,-3.6000000e-08,131.7871403,5.670000e-05,-5.670000e-05,0.691,0.013,-0.013,2.57621,0.00307,-0.00307,252639.0,2.260e+02,-2.260e+02,33.40,2.13,-2.120e+00,1458.0,,,1071.88,320.68,-270.27,1361.50,1,q1_q17_dr25_tce,4748.00,167.00,-185.00,4.729,0.039,-0.032,0.5340,0.0340,-0.0340,296.370360,41.390469,15.839
10735564,K03617.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.674984844,3.4900000e-07,-3.4900000e-07,131.7930340,1.970000e-04,-1.970000e-04,0.731,0.011,-0.018,4.92134,0.00828,-0.00828,234579.0,3.220e+02,-3.220e+02,150.48,27.51,-4.715e+01,3055.0,,,20561.29,11083.15,-12489.94,858.80,1,q1_q17_dr25_tce,8285.00,200.00,-371.00,3.971,0.221,-0.136,2.4510,0.4480,-0.7680,293.574370,48.007439,14.567
9636559,K03618.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,10.636305846,2.4420000e-06,-2.4420000e-06,139.7831590,2.620000e-04,-2.620000e-04,0.398,0.003,-0.004,5.17212,0.00584,-0.00584,216063.0,2.180e+02,-2.180e+02,64.91,17.23,-1.409e+01,1110.0,,,358.62,290.90,-170.52,1419.00,1,q1_q17_dr25_tce,6781.00,212.00,-259.00,4.221,0.175,-0.175,1.3450,0.3570,-0.2920,285.334440,46.309879,17.035
8095110,K03619.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.103238900,6.2200000e-07,-6.2200000e-07,132.8681770,2.510000e-04,-2.510000e-04,1.209,0.034,-0.030,6.47740,0.01260,-0.01260,24852.5,4.880e+01,-4.880e+01,36.63,7.50,-3.220e+00,1238.0,,,555.00,341.42,-141.14,625.10,1,q1_q17_dr25_tce,5546.00,150.00,-150.00,4.587,0.034,-0.136,0.7860,0.1610,-0.0690,290.912540,43.929890,13.171
11499263,K03620.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,46.698200933,5.8160000e-06,-5.8160000e-06,167.6984656,9.770000e-05,-9.770000e-05,1.131,0.083,-0.076,3.57049,0.00524,-0.00524,54592.5,7.330e+01,-7.330e+01,38.79,5.74,-4.310e+00,468.0,,,11.31,5.62,-3.38,879.00,1,q1_q17_dr25_tce,5772.00,187.00,-170.00,4.518,0.115,-0.104,0.7560,0.1120,-0.0840,287.405150,49.456291,15.267
9775253,K03621.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.394517980,2.0850000e-05,-2.0850000e-05,133.6209400,3.890000e-03,-3.890000e-03,1.566,1.119,-0.596,2.95270,0.03520,-0.03520,223616.0,1.255e+03,-1.255e+03,65.76,7.62,-1.416e+01,554.0,,,22.27,9.05,-10.68,249.50,1,q1_q17_dr25_tce,3695.00,114.00,-152.00,4.773,0.105,-0.053,0.4830,0.0560,-0.1040,293.797390,46.561790,16.705
6677267,K03622.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,3.125821128,7.1900000e-07,-7.1900000e-07,134.4796840,1.940000e-04,-1.940000e-04,1.269,0.260,-0.197,2.21630,0.01010,-0.01010,5025.4,2.550e+01,-2.550e+01,110.58,16.98,-3.966e+01,2087.0,,,4481.76,2158.45,-2831.13,245.20,1,q1_q17_dr25_tce,6137.00,167.00,-167.00,3.705,0.300,-0.080,2.8520,0.4380,-1.0230,287.151670,42.110378,12.770
7732791,K03623.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.032068851,6.2400000e-07,-6.2400000e-07,131.8383000,5.350000e-04,-5.350000e-04,1.014,10.790,-0.192,2.13440,0.02990,-0.02990,121993.0,1.055e+03,-1.055e+03,44.35,1.56,-3.680e+00,1221.0,,,523.01,107.99,-138.52,140.00,1,q1_q17_dr25_tce,4387.00,132.00,-145.00,4.587,0.049,-0.017,0.7110,0.0250,-0.0590,282.553380,43.417358,16.177
8177798,K03624.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.450205839,3.8200000e-07,-3.8200000e-07,131.9855230,2.240000e-04,-2.240000e-04,1.236,0.112,-0.104,3.63730,0.01150,-0.01150,25883.7,7.420e+01,-7.420e+01,92.78,25.63,-2.098e+01,2675.0,,,12063.44,9872.65,-5972.11,419.00,1,q1_q17_dr25_tce,7564.00,211.00,-316.00,4.093,0.144,-0.176,1.8930,0.5230,-0.4280,295.816860,44.005680,13.910
10489521,K03625.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.224486463,4.5600000e-07,-4.5600000e-07,131.8559250,1.590000e-04,-1.590000e-04,0.421,0.009,-0.009,4.61686,0.00343,-0.00343,403734.0,3.890e+02,-3.890e+02,79.08,24.00,-1.295e+01,1456.0,,,1060.42,948.08,-425.05,1905.10,1,q1_q17_dr25_tce,6389.00,176.00,-242.00,4.331,0.108,-0.201,1.1600,0.3520,-0.1900,298.353270,47.668880,16.169
12643582,K03626.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,44.145797770,1.7750000e-05,-1.7750000e-05,167.3920370,4.360000e-04,-4.360000e-04,0.864,0.103,-0.182,4.08800,0.01330,-0.01330,224228.0,5.440e+02,-5.440e+02,62.24,17.71,-7.570e+00,504.0,,,15.25,13.05,-4.96,434.90,1,q1_q17_dr25_tce,5876.00,175.00,-193.00,4.492,0.065,-0.195,0.8960,0.2550,-0.1090,288.318760,51.725361,16.442
10091110,K03627.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,0,1,0,0,4.218512654,7.7900000e-07,-7.7900000e-07,133.5067680,1.620000e-04,-1.620000e-04,0.767,0.002,-0.004,3.62939,0.00964,-0.00964,23416.8,4.370e+01,-4.370e+01,16.67,5.40,-1.800e+00,1189.0,,,472.03,465.88,-151.42,699.90,1,q1_q17_dr25_tce,6185.00,197.00,-240.00,4.472,0.054,-0.216,0.9910,0.3210,-0.1070,297.466310,47.023232,15.232
10091110,K03627.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,8.529991199,3.0730000e-06,-3.0730000e-06,137.6547690,3.210000e-04,-3.210000e-04,1.225,0.377,-0.144,3.99540,0.01350,-0.01350,20083.7,6.050e+01,-6.050e+01,44.86,14.54,-4.840e+00,940.0,,,184.92,182.51,-59.32,389.80,2,q1_q17_dr25_tce,6185.00,197.00,-240.00,4.472,0.054,-0.216,0.9910,0.3210,-0.1070,297.466310,47.023232,15.232
3542574,K03628.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,3.471400450,,,133.7507440,,,,,,1.55000,,,,,,,,,,,,,,,,1,q1_q17_dr25_tce,,,,,,,,,,290.859310,38.636593,19.033
3544694,K03629.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.922862476,1.0060000e-06,-1.0060000e-06,132.7357020,5.980000e-04,-5.980000e-04,1.001,0.036,-0.040,3.45940,0.01170,-0.01170,101272.0,3.540e+02,-3.540e+02,70.65,21.42,-1.426e+01,1827.0,,,2631.95,2364.39,-1180.51,362.10,1,q1_q17_dr25_tce,6408.00,181.00,-227.00,4.246,0.153,-0.187,1.3030,0.3950,-0.2630,291.446260,38.639778,15.925
10259029,K03630.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,7.061149921,2.1770000e-06,-2.1770000e-06,134.5585280,3.500000e-04,-3.500000e-04,0.912,0.062,-0.053,3.33515,0.00602,-0.00602,131257.0,2.450e+02,-2.450e+02,43.71,10.52,-4.490e+00,842.0,,,118.87,89.69,-35.30,631.50,1,q1_q17_dr25_tce,5585.00,186.00,-186.00,4.564,0.050,-0.150,0.7980,0.1920,-0.0820,284.674840,47.340809,17.115
8299947,K03631.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.682767439,1.2030000e-06,-1.2030000e-06,131.5706480,5.130000e-04,-5.130000e-04,0.509,0.015,-0.014,4.58143,0.00961,-0.00961,394412.0,8.480e+02,-8.480e+02,70.67,0.00,0.000e+00,1310.0,,,695.41,0.00,0.00,508.40,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,291.886570,44.224564,17.743
3335813,K03632.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,3.711012492,1.3010000e-06,-1.3010000e-06,132.4884550,2.890000e-04,-2.890000e-04,1.272,0.135,-0.164,3.33940,0.01490,-0.01490,7559.8,3.540e+01,-3.540e+01,46.24,15.15,-6.500e+00,1310.0,,,695.05,667.18,-245.95,257.40,1,q1_q17_dr25_tce,6141.00,165.00,-202.00,4.365,0.105,-0.210,1.1170,0.3660,-0.1570,289.697570,38.408852,13.789
11858741,K03633.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.780982447,1.0530000e-06,-1.0530000e-06,131.5201340,6.940000e-04,-6.940000e-04,0.002,0.069,-0.002,3.42970,0.01140,-0.01140,357695.0,1.380e+03,-1.380e+03,60.45,0.00,0.000e+00,1502.0,,,1204.30,0.00,0.00,324.00,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,288.760280,50.176834,16.485
6363494,K03634.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.815632406,1.0500000e-06,-1.0500000e-06,131.9113803,7.780000e-05,-7.780000e-05,1.040,0.107,-0.059,3.35773,0.00347,-0.00347,61573.6,5.260e+01,-5.260e+01,108.78,37.08,-3.709e+01,3429.0,,,32652.55,33054.24,-20746.31,1413.90,1,q1_q17_dr25_tce,9954.00,284.00,-426.00,4.070,0.210,-0.210,2.4080,0.8210,-0.8210,291.634950,41.765690,14.420
3327992,K03635.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.115511511,3.3910000e-06,-3.3910000e-06,131.9913700,1.400000e-03,-1.400000e-03,1.278,4.523,-0.349,8.51160,0.05900,-0.05900,25805.0,1.840e+02,-1.840e+02,36.16,1.75,-3.230e+00,897.0,,,152.34,39.71,-44.32,153.30,1,q1_q17_dr25_tce,4188.00,146.00,-161.00,4.615,0.053,-0.018,0.6610,0.0320,-0.0590,287.179350,38.433701,15.582
5649206,K03636.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.446736567,6.8500000e-07,-6.8500000e-07,133.9685340,3.080000e-04,-3.080000e-04,0.477,0.009,-0.009,5.02010,0.00611,-0.00611,415859.0,4.800e+02,-4.800e+02,71.52,0.00,0.000e+00,1351.0,,,788.17,0.00,0.00,1037.30,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,298.958470,40.863552,17.991
5193384,K03637.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,21.377953600,3.1580000e-04,-3.1580000e-04,157.8164000,1.640000e-02,-1.640000e-02,0.000,0.056,0.000,24.87200,0.24100,-0.24100,255244.0,3.067e+03,-3.067e+03,173.18,45.18,-2.436e+01,1062.0,,,300.32,203.38,-87.62,101.90,1,q1_q17_dr25_tce,4905.00,66.00,-51.00,3.300,0.135,-0.165,3.4840,0.9090,-0.4900,293.659880,40.361942,19.065
5181804,K03638.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.350460215,2.9790000e-06,-2.9790000e-06,132.2723900,7.770000e-04,-7.770000e-04,4.203,44.260,-0.086,2.52760,0.01250,-0.01250,50424.0,2.410e+02,-2.410e+02,533.08,152.80,-1.250e+02,1472.0,,,1107.34,940.90,-552.87,247.20,1,q1_q17_dr25_tce,6585.00,185.00,-254.00,4.208,0.175,-0.175,1.4160,0.4060,-0.3320,290.228360,40.355389,15.929
10491544,K03639.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,22.771945120,3.1660000e-05,-3.1660000e-05,133.8426100,1.040000e-03,-1.040000e-03,1.263,0.091,-0.182,10.19950,0.05950,-0.05950,30246.0,1.680e+02,-1.680e+02,251.93,147.20,-6.793e+01,1254.0,,,584.54,1068.82,-297.05,208.60,1,q1_q17_dr25_tce,5073.00,154.00,-102.00,3.020,0.352,-0.288,4.6100,2.6930,-1.2430,298.911650,47.658298,13.436
8052474,K03640.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,245.438202100,1.2530000e-04,-1.2530000e-04,361.3028350,3.850000e-04,-3.850000e-04,1.001,0.022,-0.020,14.50200,0.03700,-0.03700,11311.6,1.980e+01,-1.980e+01,19.17,5.21,-3.470e+00,289.0,,,1.66,1.39,-0.69,844.70,1,q1_q17_dr25_tce,5637.00,186.00,-186.00,4.383,0.153,-0.187,0.9900,0.2690,-0.1790,298.783600,43.854832,12.777
3534118,K03641.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,178.412989900,3.0960000e-05,-3.0960000e-05,218.2252350,1.270000e-04,-1.270000e-04,0.936,0.093,-0.046,2.92980,0.01240,-0.01240,37510.0,1.000e+02,-1.000e+02,33.24,5.85,-3.590e+00,361.0,,,4.00,2.00,-1.09,535.10,1,q1_q17_dr25_tce,6078.00,122.00,-134.00,4.346,0.084,-0.126,1.1480,0.2020,-0.1240,288.327850,38.627621,13.944
3534118,K03641.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,1,0,0,178.449730040,,,217.6718259,,,,,,12.86000,,,,,,,,,,,,,,,,2,q1_q17_dr25_tce,,,,,,,,,,288.327850,38.627621,13.944
2441161,K03642.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.192004364,1.4630000e-06,-1.4630000e-06,132.2181140,7.610000e-04,-7.610000e-04,1.003,0.170,-0.127,3.07500,0.01490,-0.01490,99583.0,4.180e+02,-4.180e+02,37.56,5.91,-2.510e+00,1118.0,,,369.54,198.02,-90.41,298.70,1,q1_q17_dr25_tce,5306.00,185.00,-185.00,4.642,0.030,-0.096,0.6870,0.1080,-0.0460,290.938450,37.701172,16.654
3231120,K03643.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.900109346,2.0630000e-06,-2.0630000e-06,133.3805440,6.020000e-04,-6.020000e-04,0.733,0.054,-0.033,3.90370,0.01670,-0.01670,126194.0,4.510e+02,-4.510e+02,40.37,11.46,-5.290e+00,1160.0,,,427.83,364.88,-145.15,448.00,1,q1_q17_dr25_tce,5791.00,172.00,-190.00,4.424,0.105,-0.180,0.9690,0.2750,-0.1270,290.344450,38.377071,16.597
12216706,K03644.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.471060209,1.2950000e-06,-1.2950000e-06,132.2752200,2.200000e-04,-2.200000e-04,0.895,0.022,-0.029,4.37080,0.01110,-0.01110,148439.0,3.100e+02,-3.100e+02,165.15,33.36,-7.778e+01,3693.0,,,43941.18,26833.88,-33639.77,563.00,1,q1_q17_dr25_tce,8749.00,241.00,-379.00,3.806,0.425,-0.100,2.9110,0.5880,-1.3710,295.743770,50.830921,15.009
5816806,K03645.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.455433460,1.8960000e-06,-1.8960000e-06,134.4539210,4.470000e-04,-4.470000e-04,0.469,0.006,-0.007,5.11600,0.01300,-0.01300,245681.0,6.980e+02,-6.980e+02,51.69,0.00,0.000e+00,1106.0,,,354.27,0.00,0.00,508.60,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,298.337980,41.075291,17.046
6531496,K03646.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,14.323889947,5.4150000e-06,-5.4150000e-06,135.2259640,4.210000e-04,-4.210000e-04,1.073,0.029,-0.027,4.83729,0.00711,-0.00711,69071.6,9.640e+01,-9.640e+01,45.93,13.35,-4.460e+00,720.0,,,63.62,54.63,-18.63,834.30,1,q1_q17_dr25_tce,5853.00,163.00,-204.00,4.529,0.048,-0.204,0.8950,0.2600,-0.0870,294.590520,41.946510,16.095
6531496,K03646.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.512869432,9.0800000e-07,-9.0800000e-07,132.0155400,1.970000e-03,-1.970000e-03,1.263,0.224,-0.117,4.01500,0.07000,-0.07000,2313.0,2.440e+01,-2.440e+01,31.12,9.04,-3.020e+00,2185.0,,,5384.53,4624.29,-1576.53,133.90,3,q1_q17_dr25_tce,5853.00,163.00,-204.00,4.529,0.048,-0.204,0.8950,0.2600,-0.0870,294.590520,41.946510,16.095
9661869,K03647.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,20.427232317,8.2290000e-06,-8.2290000e-06,135.8628070,4.440000e-04,-4.440000e-04,5.499,29.560,-0.844,3.46429,0.00881,-0.00881,121813.0,2.730e+02,-2.730e+02,601.32,190.40,-8.797e+01,749.0,,,74.27,71.37,-27.97,526.60,1,q1_q17_dr25_tce,6167.00,193.00,-236.00,4.354,0.108,-0.201,1.1210,0.3550,-0.1640,296.657070,46.380520,16.677
3097352,K03648.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.029803201,2.9070000e-06,-2.9070000e-06,134.4224330,8.140000e-04,-8.140000e-04,0.170,0.038,-0.066,4.43010,0.02030,-0.02030,191073.0,6.500e+02,-6.500e+02,47.58,14.83,-6.360e+00,1233.0,,,545.64,516.63,-195.58,352.30,1,q1_q17_dr25_tce,6024.00,189.00,-232.00,4.385,0.108,-0.201,1.0780,0.3360,-0.1440,285.687040,38.261150,16.936
6066379,K03649.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.303858554,3.8800000e-07,-3.8800000e-07,131.6068720,3.360000e-04,-3.360000e-04,0.928,0.027,-0.022,4.36797,0.00679,-0.00679,126636.0,1.680e+02,-1.680e+02,73.29,20.95,-1.714e+01,2080.0,,,4438.11,3865.57,-2210.09,904.00,1,q1_q17_dr25_tce,6282.00,197.00,-241.00,4.207,0.195,-0.175,1.3430,0.3840,-0.3140,298.132480,41.334270,15.475
6227560,K03650.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.401751509,2.2510000e-06,-2.2510000e-06,133.7119190,8.290000e-04,-8.290000e-04,5.250,36.620,-0.078,2.08350,0.03460,-0.03460,25044.0,3.600e+02,-3.600e+02,268.75,20.75,-2.075e+01,888.0,,,146.91,49.01,-38.60,83.10,1,q1_q17_dr25_tce,4577.00,162.00,-162.00,4.688,0.052,-0.032,0.5570,0.0430,-0.0430,297.758450,41.513641,15.927
5866104,K03651.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,36.977095370,4.2600000e-05,-4.2600000e-05,133.6264000,1.270000e-03,-1.270000e-03,0.750,0.067,-0.051,5.20630,0.02310,-0.02310,217145.0,1.317e+03,-1.317e+03,59.66,0.00,0.000e+00,546.0,,,21.08,0.00,0.00,204.90,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,288.444850,41.172604,17.066
8256044,K03652.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,16.371883638,5.1750000e-06,-5.1750000e-06,140.0200730,3.520000e-04,-3.520000e-04,1.066,0.110,-0.079,3.44467,0.00654,-0.00654,65927.0,1.270e+02,-1.270e+02,70.73,18.99,-2.534e+01,840.0,,,117.90,98.11,-74.91,639.80,1,q1_q17_dr25_tce,5642.00,186.00,-169.00,4.114,0.357,-0.153,1.4150,0.3800,-0.5070,298.675570,44.175732,15.879
8780968,K03653.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.617284592,1.0180000e-06,-1.0180000e-06,132.3906830,4.030000e-04,-4.030000e-04,0.743,0.012,-0.013,9.55450,0.01020,-0.01020,231450.0,2.320e+02,-2.320e+02,162.67,62.21,-1.155e+02,2013.0,,,3885.11,4792.20,-3602.81,1215.20,1,q1_q17_dr25_tce,5510.00,219.00,-197.00,3.641,0.904,-0.226,2.6490,1.0130,-1.8810,300.335570,44.986271,16.304
6960446,K03654.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,10.148735210,1.2710000e-05,-1.2710000e-05,136.0250100,1.370000e-03,-1.370000e-03,0.965,0.261,-0.129,5.60300,0.03110,-0.03110,116125.0,5.300e+02,-5.300e+02,71.11,20.47,-1.487e+01,1045.0,,,281.19,238.91,-130.56,250.90,1,q1_q17_dr25_tce,6366.00,176.00,-242.00,4.239,0.180,-0.180,1.2960,0.3730,-0.2710,295.195830,42.418911,16.798
8264097,K03655.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.897436854,1.0920000e-06,-1.0920000e-06,132.0385020,4.170000e-04,-4.170000e-04,0.642,0.020,-0.020,3.28330,0.00956,-0.00956,289807.0,1.236e+03,-1.236e+03,64.69,0.00,0.000e+00,1277.0,,,627.44,0.00,0.00,274.20,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,300.872310,44.144318,17.687
6312521,K03656.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.015519430,1.2670000e-06,-1.2670000e-06,132.9436370,4.360000e-04,-4.360000e-04,0.851,0.086,-0.069,3.17130,0.01140,-0.01140,159584.0,5.170e+02,-5.170e+02,155.81,56.44,-1.048e+02,1837.0,,,2692.16,3147.75,-2442.77,367.30,1,q1_q17_dr25_tce,5299.00,211.00,-190.00,3.672,0.818,-0.273,2.7610,1.0000,-1.8570,298.882350,41.663330,17.357
4579321,K03657.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.112395777,1.0510000e-06,-1.0510000e-06,134.0344480,5.310000e-04,-5.310000e-04,1.285,0.551,-0.303,2.77140,0.03320,-0.03320,262602.0,1.426e+03,-1.426e+03,115.26,0.00,0.000e+00,1419.0,,,957.45,0.00,0.00,243.20,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,296.060360,39.615211,17.388
